"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11"
0,"a",-0.375866257044764,0.427941644847547,-0.92233754197006,0.210757930646453,0.109015215531643,0.621000936740854,-0.444420691184551,0.0899695649461896,-0.70771077794914,0.473699998249158
0,"b",0.0478190359706545,0.115627145326759,-1.78173933701594,-0.272784573676712,0.392782874720439,1.09416795226826,-0.97525415366031,-0.353424022170753,0.145542638006654,-0.0649605819472124
1,"d",0.372868014409873,-0.263290600802276,-1.12054495451965,-0.773827777739811,0.830071695751233,-1.72783595945181,1.3238762117092,-1.58729147623145,-0.0249160207655474,0.0824912617589891
0,"c",0.059597875820327,0.270796568833516,0.96179492886037,-1.8041967684043,2.93132950586689,1.89165624473288,0.0942523360789308,-0.873467113335942,-1.21767960302964,-1.8480463507429
1,"d",0.616318666906514,0.291275155073245,-1.11351905542034,0.626864157355012,-0.287988752092429,-0.842649298482112,-0.947256898467649,1.19821527376884,0.972420269037554,-1.05431347333722
0,"c",-0.716144260745248,0.259650494865742,0.799474409836372,-1.0588228608173,-0.505464246781315,2.20248855932326,1.50767507933647,1.24532866478351,-2.10692201668132,-0.421270180039349
0,"c",0.142067676231002,0.345288938882403,-1.46013259184054,-0.532363289585497,0.758932079785298,0.774620841992187,-0.82278110471349,-0.494891971398465,-1.73628432774348,-1.07610640583294
0,"c",0.0698155799452382,0.270412094092819,-0.553198601851116,0.130329884890281,-0.644561901730149,-0.466443685920618,0.622375162902167,-1.5590335599716,1.32889104980594,0.213359823267167
0,"b",0.155013812235672,0.147846026620863,-0.469198188778205,0.640443084292505,0.676965480032532,0.744679179513338,0.734685682390839,-0.0134882370206181,-0.304304400996777,-0.0527363844539877
1,"a",0.599368870258301,0.0623446391337575,0.877789327811182,0.171441496154382,0.0786353444076477,-1.62416766487891,-0.995793300868009,1.16282550481077,0.10684400414306,2.11961098299071
0,"a",-0.583061619701028,0.364627897216948,0.779795767298244,-1.36558064323838,-0.636766645834097,0.0246859633212629,-0.0134992234760274,1.69076851415083,-0.84290554405172,-0.675949980785937
1,"c",0.000380684528581665,-0.099098367905545,0.256639130874372,-1.49438961233497,-0.452844604665754,1.34625877678169,-0.828126350878176,0.559478982065653,-1.14975759853227,-0.524136501254513
1,"d",0.103324695697748,-0.249739917215756,-1.88138981809198,-0.386262773651952,-2.34500368199911,-2.19305314184292,0.163138240080827,-0.757522651325669,-0.51615391442849,0.562147274631218
